judul,link,konten,halaman_sumber_pencarian
"BLT Rp 600 Ribu Belum Juga Cair, Airlangga Ungkap Penyebabnya",https://finance.detik.com/berita-ekonomi-bisnis/d-7196649/blt-rp-600-ribu-belum-juga-cair-airlangga-ungkap-penyebabnya,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengungkapkan Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sebesar Rp 600 ribu masih dalam proses untuk bisa dicairkan. Salah satu yang menjadi kendala terkait penganggaran yang ada di Kementerian Sosial (Kemensos).
""Penyaluran kita harapkan (secepatnya) kan sekarang masih membutuhkan penganggaran di Kementerian Sosial dan kemudian berkontrak dengan PT Pos karena penyaluran melalui PT Pos secara biaya lebih murah daripada melalui Himbara,"" kata Airlangga kepada wartawan di kantornya, Jakarta Pusat, Jumat (16/2/2024).
Saat ditanya apakah penyaluran BLT Rp 600 ribu bisa dilakukan pekan ini, Airlangga berguyon bahwa pekan ini waktunya untuk memantau hasil Pemilihan Umum (Pemilu) 2024 yang dilakukan Komisi Pemilihan Umum (KPU).
""Pekan ini kita tunggu hasil KPU dulu. Jadi kita santai-santai aja dulu,"" ucapnya.
Sebelumnya, pemerintah berencana memberikanBLTmitigasi risiko pangan. Bantuan sebesar Rp 200 ribu per bulan berlaku untuk periode Januari-Februari-Maret 2024 dan akan dievaluasi setiap tiga bulan.
Pencairan BLT akan dilakukan dengan cara dirapel atau diberikan sekaligus yang rencananya pada Februari 2024 sebesar Rp 600 ribu. Anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta Keluarga Penerima Manfaat (KPM).
""Dirapel karena kan kita ada sensus untuk kemiskinan ekstrim targetnya 0, jadi jangan sampai momentum atau siklusnya lewat,"" ucap Airlangga.",https://www.detik.com/search/searchall?query=blt&page=5
Sandiaga Uno Khawatir Jika BLT UMKM Dihentikan,https://20.detik.com/detikupdate/20230103-230103086/sandiaga-uno-khawatir-jika-blt-umkm-dihentikan,MenparekrafSandiaga Unokhawatir jika BLT UMKM dihentikan. Lantaran pemulihan sektor Parekraf dan UMKM akan terganggu.,https://www.detik.com/search/searchall?query=blt&page=5
"Bahlil Bocorkan Skema Baru Subsidi Listrik dan BBM, Makin Dekat Jadi BLT",https://finance.detik.com/energi/d-7621580/bahlil-bocorkan-skema-baru-subsidi-listrik-dan-bbm-makin-dekat-jadi-blt,"Menteri ESDM, Bahlil Lahadalia, buka-bukaan soal nasib subsidi BBM dan listrik di era Presiden Prabowo Subianto. Dia mengakui subsidi BBM dan listrik ada kemungkinan skemanya diubah jadi bantuan langsung tunai (BLT).
Mulanya Bahlil menegaskan subsidi LPG tidak akan diubah skemanya seperti sekarang. Nah untuk subsidi listrik dan BBM sejauh ini pihaknya masih melakukan pengkajian mendalam skema subsidi baru yang akan diterapkan.
""Untuk subsidi listrik, untuk subsidi listrik sama BBM, kami masih melakukanexercisesecara mendalam karena kita harus hati-hati, karena kita harus menunggu laporan dari teman-teman dari Pertamina, BPH Migas, dan PLN secara mendalam,"" ungkap Bahlil di kantornya, Jakarta Pusat, Senin (4/11/2024).
""Kalau sudah selesai dalam waktu tidak lama, satu minggu dari sekarang, itu sudah ada formulasinya yang tepat untuk kami laporan kepada Bapak Presiden,"" sebutnya menambahkan.
Ketika ditanya soal kemungkinan skema subsidi diubah jadi BLT, Bahlil pun membenarkan. Opsi yang dibahas memang mengerucut ke kebijakan tersebut.
""BLT-nya salah satu opsi dan akan diputuskan nanti pada hari yang tepat. Dan opsinya saya pikir lebih mengerucut ke sana,"" ungkap Bahlil.
Dia juga bilang nantinya subsidi akan ada yang berbentuk tunai dan juga barang untuk komoditas BBM dan listrik.
""Jadi subsidi tetap ada, cuma ada yang berbentukcashdan ada yang berbentuk barang,"" kata Bahlil.
Soal apakah harga BBM subsidi akan dinaikkan sesuai harga pasar setelah subsidi baru ditetapkan, Bahlil tak mau menjawab dengan pasti. Semua kebijakan masih dikaji.
""Kita lagi mengkaji opsinya semuanya ya. Nanti kalau sudah dapat opsinya, baru kita umumkan. Karena ini kita harus hati-hati,"" pungkas Bahlil.
Lihat Video: Bahlil Sebut Kebocoran Subsidi BBM-Listrik Sampai Rp 100 T
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=5
"Jokowi Tebar BLT Mulai Februari, Langsung Dibayar Rp 600 Ribu!",https://finance.detik.com/berita-ekonomi-bisnis/d-7166646/jokowi-tebar-blt-mulai-februari-langsung-dibayar-rp-600-ribu,"Pemerintahan Presiden Joko Widodo (Jokowi) akan memberikan bantuan langsung tunai (BLT) sebesar Rp 200 ribu/bulan. Program ini berlaku untuk periode Januari-Februari-Maret 2024 dan akan dievaluasi setiap 3 bulan.
Menteri Keuangan Sri Mulyani Indrawati mengatakan anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta keluarga penerima manfaat (KPM). Pencairan akan dilakukan sekaligus pada Februari 2024 sebesar Rp 600 ribu.
""Kalau untuk 3 bulan itu Rp 11,25 (triliun) untuk 18,8 juta KPM, untuk periode Januari-Februari-Maret. (Cair Februari) 3 bulan sekaligus,"" kata Sri Mulyani di Kantor Kemenko Perekonomian, Jakarta Pusat, Senin (29/1/2024).
Dalam kesempatan yang sama, Kepala Badan Kebijakan Fiskal Kementerian Keuangan (Kemenkeu) Febrio Kacaribu mengatakan anggaran program tersebut berasal dari Anggaran Pendapatan dan Belanja Negara (APBN). Terkait asal posnya akan dicarikan.
""Sebagian besar sudah ada di APBN, tetapi ini memang ada beberapa perubahan-perubahan yang mungkin sifatnya merespons kondisi yang ada di masyarakat dan global,"" kata Febrio.
Febrio menjelaskan selama beberapa tahun terakhir APBN didesain sebagai shock absorber untuk menjaga ekonomi dan melindungi masyarakat dari dampak kenaikan harga pangan dan energi global. Dengan kata lain bagaimana caranya APBN bisa memenuhi kebutuhan anggaran yang sudah ada maupun yang sifatnya mendadak.
""Tentunya kita akan carikan dan itu APBN akan tetap bisa fleksibel dan ini memang tentunya bagian dari strategi kita untuk mengelola APBN itu fleksibel,"" ucap Febrio.
""Jadi memang kita selalu siapkan seperti beberapa tahun terakhir kita selalu menggunakan shock absorber, kalau ada kebutuhan di masyarakat yang disebabkan oleh gejolak yang kita lihat terjadi di pasar global misalnya, APBN-nya bisa tetap siap,"" tambahnya.
Dalam rilis resminya, Menko Perekonomian Airlangga Hartarto menyebut BLT ini akan disalurkan melalui PT Pos Indonesia. Bantuan diberikan untuk memitigasi risiko pangan bagi masyarakat miskin.
""Bantuan langsung tunai dengan judul mitigasi risiko pangan untuk 3 bulan dan itu akan dievaluasi 3 bulan lagi dan 3 bulan pertama diberikan Februari yang besarnya Rp 200 ribu per bulan,"" kata Airlangga.",https://www.detik.com/search/searchall?query=blt&page=5
"Bahlil Pastikan Subsidi LPG Tak Diganti BLT, tapi Harus Daftar NIK",https://finance.detik.com/energi/d-7621477/bahlil-pastikan-subsidi-lpg-tak-diganti-blt-tapi-harus-daftar-nik,"Menteri ESDM, Bahlil Lahadalia menyatakan subsidi untuk tabung gas LPG 3 kilogram tidak akan mengalami perubahan skema menjadi Bantuan Langsung Tunai (BLT). Seperti diketahui, pemerintah memang membuka opsi skema subsidi tepat sasaran melalui penyaluran BLT.
""Kami sudah memutuskan untuk LPG kami akan mengusulkan kepada Bapak Presiden untuk tidak dilakukan koreksi apa-apa,"" ungkap Bahlil di kantornya, Jakarta Pusat, Senin (4/11/2024).
Dia bilang dirinya akan melaporkan hal ini kepada Presiden Prabowo Subianto. Dari hasil rapat koordinasi dengan semua kementerian, Bahlil mengatakan LPG sampai saat ini sangat dibutuhkan untuk UMKM hingga konsumsi rumah tangga, maka dari itu skema subsidinya tidak akan diubah.
""Artinya untuk LPG masih berlaku seperti sekarang ini, itu yang kami akan usulkan kepada Bapak Presiden. Karena ini terkait dengan UMKM, ibu rumah tangga, konsumsi rumah tangga, jadi kami harus lihat,"" ujar Bahlil.
Namun Bahlil bilang subsidi tepat sasaran akan tetap diupayakan untuk penyaluran LPG. Skema yang dipilih adalah subsidi tertutup dengan pendaftaran melalui NIK seperti yang selama ini sudah mulai dilakukan. Masyarakat yang butuh subsidi akan diminta mendaftar, apabila profilnya tepat untuk menerima subsidi maka akan diberikan LPG subsidi.
""Iya, seperti itu. Jadi pakai NIK ya, karena kalau tidak kan orang beli double-double,"" papar Bahlil.
Paling lambat proses pendaftaran subsidi berbasis NIK untuk LPG akan dilakukan pada kuartal pertama tahun depan.
""Kami targetkan paling lambat di kuartal pertama tahun depan, paling lambat ya,"" pungkas Bahlil.
Lihat Video: Bahlil Sebut Kebocoran Subsidi BBM-Listrik Sampai Rp 100 T
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Kunjungi Pasar Tradisional di Bengkulu,https://finance.detik.com/foto-bisnis/d-6833323/jokowi-kunjungi-pasar-tradisional-di-bengkulu,"Bengkulu- Presiden Joko Widodo mengunjungi pasar tradisional di Kabupaten Kepahiang, Provinsi Bengkulu, Kamis (20/7/2023). Jokowi juga menyerahkan BLT.",https://www.detik.com/search/searchall?query=blt&page=5
Subsidi BBM & Listrik Mau Diubah Jadi BLT Tahun Ini? Bahlil: Doain Aja,https://finance.detik.com/energi/d-7618177/subsidi-bbm-listrik-mau-diubah-jadi-blt-tahun-ini-bahlil-doain-aja,"Pemerintah akan mengubah skema subsidi bahan bakar minyak (BBM) dan listrik. Rencana ini dilakukan karena subsidi dinilai tidak tepat sasaran.
Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia yang ditunjuk sebagai Ketua Tim Khusus Pembahasan Subsidi tengah menggodok perubahan tersebut.
Selain itu Prabowo, kata Bahlil, meminta perubahan skema subsidi itu harus dimatangkan.
""Pak Prabowo mengarahkan kalau sudah matang, maka siap untuk kita jalankan. Yang paling penting adalah skema yang matang. Jangan sampai keputusan kita itu tidak mencerminkan sebuah keputusan yang pas,"" kata Bahlil di Kementerian ESDM, Jumat (1/11/2024).
Ketika kembali ditegaskan apakah perubahan itu akan diterapkan tahun ini, Bahlil hanya meminta untuk didoakan.
""Doain aja,"" ucapnya singkat.
Bahlil menambahkan perubahan skema subsidi itu diarahkan untuk BBM dan listrik dulu. Sedangkan perubahan subsidi LPG 3 kg belum dibahas karena menyangkut keberlangsungan UMKM dan rumah tangga.
""Tapi kita akan mencoba untuk mencari formulasi listrik dan BBM,"" ucapnya.
Perubahan skema subsidi yang disiapkan adalah menjadi Bantuan Langsung Tunai (BLT). Namun, tidak menutup kemungkinan akan dibuat beberapa opsi lainnya.
""Opsi A bisa ke BLT langsung, opsi B-nya nanti kita lagi pikirkan. Ada beberapa opsi lah, tapi belum ada keputusan,"" pungkasnya.",https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Jelaskan Alasan Bagi-bagi BLT Jelang Pemilu,https://www.detik.com/sumut/berita/d-7173893/jokowi-jelaskan-alasan-bagi-bagi-blt-jelang-pemilu,,https://www.detik.com/search/searchall?query=blt&page=5
"Bagi-bagi BLT Jelang Pemilu, Jokowi: Sudah Melalui Persetujuan DPR",https://finance.detik.com/berita-ekonomi-bisnis/d-7172928/bagi-bagi-blt-jelang-pemilu-jokowi-sudah-melalui-persetujuan-dpr,"Presiden Joko Widodo (Jokowi) memberikan Bantuan Langsung Tunai (BLT) yang ditujukan untuk memitigasi risiko pangan. Bantuan ini bakal diberikan sekaligus Rp 600 ribu pada Februari ini.
Langkah Jokowi ini dinilai banyak pihak dapat menguntungkan salah satu pasang calon presiden dan calon wakil presiden saat Pemilu 2024. Kebetulan, Pemilu pun dilakukan bulan ini.
Jokowi menilai BLT yang digelontorkan bukan cuma keputusan sepihak dari pemerintah. Dia mengatakan sudah ada mekanisme persetujuan dari DPR juga untuk memberikan semua bantuan sosial ke masyarakat dari dana APBN.
""Dan itu semuanya sekali lagi, itu kan sudah melalui mekanisme persetujuan di DPR, APBN itu. Jangan dipikir hanya keputusan kita sendiri. Tidak seperti itu dalam mekanisme kenegaraan kita pemerintahan kita nggak seperti itu,"" beber Jokowi usai menghadiri kongres XVI Gerakan Pemuda (GP) Ansor di Pelabuhan Tanjung Priok, Jakarta Utara, Jumat (2/2/2024).
Jokowi juga buka-bukaan soal alasan memberikan sederet bansos selama beberapa waktu ke belakang, mulai dari bantuan pangan beras, BLT El Nino, hingga yang teranyar BLT mitigasi risiko pangan.
Alasan utama pemberian sederet bantuan sosial itu adalah untuk memperkuat daya beli masyarakat, khususnya masyarakat kelas bawah. Penguatan daya beli ini perlu dilakukan di tengah kenaikan harga pangan, meroketnya harga pangan juga diakui Jokowi terjadi di berbagai negara bukan cuma Indonesia.
""Pertama ya kita tahu ada kenaikan harga beras di seluruh negara bukan hanya Indonesia saja. Kedua kita ingin perkuat daya beli rakyat, yang di bawah,"" papar Jokowi.
Menurut Jokowi, bantuan sosial yang diberikan juga sama sekali tak ada kaitannya untuk dipolitisasi sebagai keuntungan pada paslon tertentu dalam Pemilu 2024. Pasalnya bantuan sosial itu banyak diberikan jauh-jauh hari sebelum Pemilu 2024, bahkan ada yang sudah diberikan sejak September tahun lalu.
""Dan itu sudah dilakukan misalnya bantuan pangan beras itu sudah sejak September. BLT itu karena ada El Nino, kemarau panjang sehingga juga ini memperkuat daya beli masyarakat, sehingga diperlukan,"" papar Jokowi.
Soal dana BLT mitigasi risiko pangan, Menteri Keuangan Sri Mulyani Indrawati sebelumnya pernah menjelaskan anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta keluarga penerima manfaat (KPM). Pencairan BLT akan dilakukan sekaligus pada Februari 2024 sebesar Rp 600 ribu.
""Kalau untuk 3 bulan itu Rp 11,25 (triliun) untuk 18,8 juta KPM, untuk periode Januari-Februari-Maret. (Cair Februari) 3 bulan sekaligus,"" kata Sri Mulyani di Kantor Kemenko Perekonomian, Jakarta Pusat, Senin (29/1/2024) yang lalu.",https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Bagi-bagi BLT Rp 200 Ribu Mulai Februari!,https://finance.detik.com/berita-ekonomi-bisnis/d-7166412/jokowi-bagi-bagi-blt-rp-200-ribu-mulai-februari,"Pemerintah akan memberikan bantuan langsung tunai (BLT) mitigasi risiko pangan sebesar Rp 200 ribu per bulan untuk periode Januari-Februari-Maret 2024. Bantuan ini menggantikan BLT El Nino yang sudah digelontorkan tahun lalu.
Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengatakan BLT pangan ini akan dilakukan pencairan mulai Februari 2024. Program akan dievaluasi setiap 3 bulan.
""Bantuan langsung tunai dengan judul mitigasi risiko pangan untuk 3 bulan dan itu akan dievaluasi 3 bulan lagi dan 3 bulan pertama diberikan Februari yang besarnya Rp 200 ribu per bulan,"" kata Airlangga dalam konferensi pers hasil High Level Meeting (HLM) Tim Pengendalian Inflasi Pusat (TPIP) di kantornya, Jakarta Pusat, Senin (29/1/2024).
BLT Rp 200 ribu per bulan akan diberikan kepada 18,8 juta keluarga penerima manfaat (KPM). Bantuan ini berbeda dengan bantuan pangan beras 10 kg yang berlangsung sampai Juni 2024 dengan sasaran 22 juta penerima.
""Itu biasanya masyarakat di bawah bertanya kenapa saya dapat beras tetapi tidak dapat BLT cash? Tentu dengan data yang berbeda itu tergantung data yang dari PMK terkait data tersebut,"" beber Airlangga.
Dalam kesempatan yang sama, Menteri Keuangan Sri Mulyani Indrawati mengatakan anggaran untuk program BLT ini mencapai Rp 11,25 triliun. Pencairan akan dilakukan sekaligus pada Februari 2024.
""Kalau untuk 3 bulan itu Rp 11,25 (triliun) untuk 18,8 juta KPM. Untuk periode Januari-Februari-Maret. (Cair Februari) 3 bulan sekaligus,"" beber Sri Mulyani.",https://www.detik.com/search/searchall?query=blt&page=5
Ribuan Buruh Rokok di Surabaya Terima BLT Dana Cukai Tembakau,https://www.detik.com/jatim/berita/d-7421842/ribuan-buruh-rokok-di-surabaya-terima-blt-dana-cukai-tembakau,"Ribuan buruh pabrik rokok di Surabaya mulai mendapatkan bantuan langsung tunai (BLT) dari dana bagi hasil cukai hasil tembakau (DBHCT). BLT diberikan langsung oleh Pj Gubernur Jatim Adhy Karyono di Pabrik PT HM Sampoerna, Surabaya.
Berdasarkan Permenkeu No. 6 Tahun 2024 dan Peraturan Gubernur Jatim No. 84 Tahun 2023 dijelaskan pendapatan bagi hasil Jatim sebesar 3 persen dari total penerimaan negara sebesar Rp 2,77 triliun.
""Dari 3 persen itu pendapatannya kita bagi secara merata. Namun, tugas (Pemprov) Jatim lintas wilayah, yang domisili Surabaya misal DBHCT diberikan oleh daerah. Jadi semua akan dapat,"" kata Adhy saat ditemuidetikJatimdi Pabrik Sampoerna, Rungkut, Rabu (3/7/2024).
Sebanyak 13.469 buruh dan pekerja pabrik rokok mendapatkan BLT dari DBHCT. Namun BLT yang didapat jumlahnya tak sebanyak dari tahun sebelumnya.
Adhy mengatakan, masing-masing buruh mendapat BLT DBHCT sebanyak Rp 1.031.145. Angka tersebut menurun dari Rp 1.500.000, sebab jumlah buruh meningkat dari sebelumnya sebanyak 9.256.
""Total buruh tahun ini meningkat dari 9.259 menjadi 13 ribu. Artinya ada peningkatan penyerapan tenaga kerja buruh di pabrik rokok,"" ujarnya.
Ia berharap, BLT DBHCT dapat meringankan beban buruh di Jatim. Khususnya bisa memenuhi kebutuhan dasar hidup.
""Ini bagian upaya bukan hanya memenuhi hak dari hasil rokok saja, tapi juga bagian dari social protection bagaimanapun buruh (gaji) UMR ada plus minus belum cukup. Dengan tambahan ini tingkat proteksi lebih tinggi dan untuk kebutuhan dasar dan pengurangan beban,"" jelas mantan pejabat Kemensos RI itu,"" harapnya.
Salah satu buruh rokok, Hossy merasa senang atas bantuan ini. Meski jumlahnya tak sebanyak sebelumnya, yakni Rp 1,5 juta.
""Alhamdulillah buat tambah-tambahan memenuhi kebutuhan,"" kata Hossy.
Simak Video 'IDI: Rokok Bisa Sebabkan Kemandulan bagi Pria':
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=6
"4 Bansos yang Cair Bulan Puasa Ini, Ada BLT Rp 600 Ribu",https://finance.detik.com/berita-ekonomi-bisnis/d-7219916/4-bansos-yang-cair-bulan-puasa-ini-ada-blt-rp-600-ribu,"Pemerintah akan kembali mencairkan sejumlah bantuan sosial (bansos) jelang bulan suci Ramadan yang jatuh pada Maret 2024. Langkah ini dilakukan pemerintah untuk memenuhi dan menjamin kebutuhan dasar serta meningkatkan taraf hidup penerima manfaat.
Adapun sejumlah bansos yang akan cair bulan ini mulai dari Bantuan Langsung Tunai (BLT) Mitigasi Risiko Pangan senilai Rp 600 ribu, bansos beras 10 kilogram (kg) yang sudah rutin dibagikan sejak akhir tahun lalu, dan sejumlah bansos rutin lainnya seperti Program Keluarga Harapan (PKH) dan Bantuan Pangan Non-tunai (BPNT).
Dalam catatandetikcom, Menteri Koordinator Bidang Perekonomian Airlangga Hartarto sempat mengatakan pemerintah akan mencairkan Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sebesar Rp 600 ribu akan cari pada Maret 2024 ini.
""Kita (pemerintah) menargetkan BLT, cash, itu bisa dicairkan sehingga membantu masyarakat untuk menghadapi gejolak kenaikan harga. Diharapkan di bulan Maret bisa dicairkan,"" kata Airlangga usai sidang Kabinet di Kompleks Istana Kepresidenan, Jakarta Pusat, Senin (26/2/2024) kemarin.
Perlu diketahui, pada awalnya pemerintah berencana untuk mencairkan BLT mitigasi risiko pangan sebesar Rp 200 ribu per bulan berlaku untuk periode Januari-Februari-Maret 2024 sekaligus pada Februari ini. Dengan begitu masing-masing penerima manfaat akan mendapatkan dana bantuan sebesar Rp 600 ribu.
Namun pencairan ini bantuan ini terkendala penganggaran yang ada di Kementerian Sosial (Kemensos), sehingga tidak bisa dilakukan pada Februari ini. Karena hal ini jugalah pemerintah akhirnya memutuskan untuk mengundur pencairan BLT Pangan menjadi bulan depan yang juga bertepatan dengan bulan puasa di mana harga pangan kerap mengalami kenaikan harga.
Berdasarkan catatandetikcom, Presiden Joko Widodo (Jokowi) telah menegaskan pemerintah akan terus menyalurkan bantuan pangan beras 10 kilogram untuk 22 juta keluarga penerima manfaat (KPM) setiap bulan hingga Juni 2024 nanti. Artinya di bulan Maret pemerintah masih akan mencairkan bansos itu untuk masyarakat yang membutuhkan.
Bantuan ini sendiri telah disalurkan oleh pemerintah sejak bulan April 2023 lalu. Pada dasarnya bantuan itu ditujukan membantu para penerima, tetapi juga menjaga stabilitas harga pangan.
Di luar itu Jokowi memberikan sinyal bahwa bantuan pangan beras bisa berlanjut setelah Juni 2024. Namun hal ini belum bisa dipastikan, karena belum ada keterangan resmi darinya.
""Maret terima lagi? Belum, tetapi akan terima lagi, April akan terima? Mei terima lagi? Juni terima lagi? Tidak setuju tunjuk jari? Januari, Februari, Maret, April, Mei, Juni, ibu-ibu dan bapak-bapak menerima 10 kg, 10 kg, 10 kg,"" kata Jokowi di Gudang Bulog Batangase, Kecamatan Mandai, Kabupaten Maros, Sulawesi Selatan, Kamis (22/2/2024) lalu.
Jokowi mengatakan akan melihat anggaran negara atau APBN terlebih dahulu, terkait apakah bantuan beras akan dilanjutkan setelah Juni 2024. Jika anggaran cukup, dia pun menggerakkan tangannya seraya kemungkinan akan dilanjutkan bantuan pangan beras.
""Nanti setelah Juni saya akan lihat lagi APBN kita kalau cukup (tangannya mengkode meneruskan) saya nggak janji loh (sembari tertawa),"" tambah Jokowi.
Program Keluarga Harapan merupakan bantuan sosial yang bertujuan untuk meningkatkan kesejahteraan rakyat. Bantuan sosial yang satu ini selalu diberikan pemerintah setiap tahun.
PKH sendiri telah diluncurkan sejak tahun 2007. Program ini dirancang untuk mengatasi masalah kemiskinan. Penerima manfaat PKH adalah Keluarga Miskin (KM) yang telah memenuhi syarat tertentu.
Dalam catatandetikcombantuan sosial PKH biasanya dicairkan dalam empat tahap setiap tiga bulan, termasuk pada Januari 2024 ini yang merupakan bagian dari pencairan tahap pertama.
Untuk besaran dana yang dicairkan setiap bulan berbeda-beda tergantung golongan penerima manfaat. Terdapat 7 golongan yang berhak PKH, yaitu:- Kategori balita usia 0-6 tahun mendapat bantuan dengan sebesar Rp3 juta per tahun atau Rp 750 ribu setiap tahap.- Kategori ibu hamil dan masa nifas mendapat bantuan dengan sebesar Rp 3 juta per tahun atau Rp 750 ribu setiap tahap.- Kategori siswa jenjang Sekolah Dasar (SD) mendapat bantuan dengan sebesar Rp 900 ribu per tahun atau Rp 225 ribu setiap tahap.- Kategori siswa jenjang Sekolah Menengah Pertama (SMP) dengan sebesar Rp 1,5 juta per tahun atau Rp 375 ribu setiap tahap.- Kategori siswa jenjang Sekolah Menengah Atas (SMA) mendapat bantuan dengan sebesar Rp 2 juta per tahun atau Rp 500 ribu setiap tahap.- Kategori lansia berusia 70 tahun ke atas mendapat bantuan dengan sebesar Rp 2,4 juta per tahun atau Rp 600 ribu setiap tahap.- Kategori penyandang disabilitas berat mendapatkan bantuan dengan sebesar Rp 2,4 juta per tahun atau Rp 600 ribu setiap tahap.
Bantuan Pangan Non Tunai atau disebut juga BPNT adalah bansos lain yang secara rutin diberikan pemerintah setiap tahunnya. Bansos ini merupakan hasil dari transformasi program bantuan sosial beras yang terjadi di 2017.
Dalam catatandetikcomyang mengutip dari laman Kementerian Sosial, penerima dari BPNT dapat menggunakan dananya untuk membeli setiap kebutuhan pokok. Uang dari BPNT tidak bisa diambil dalam bentuk tunai.
Pencairan sendiri dilakukan setiap bulan, termasuk Januari 2024, melalui rekening bank Himbara penerima manfaat atau melalui PT Pos Indonesia. Besaran yang diterima tiap bulannya Rp 200.00 atau Rp 2.400.000 dalam satu tahunnya.
BPNT sendiri hanya disalurkan kepada Keluarga Penerima Manfaat (KPM) yang tergolong dalam 25% terbawah dari Data Terpadu Kesejahteraan Sosial (DKTS). Kata terbawah di sini, merujuk kepada keluarga dengan kemampuan ekonomi yang tidak mencukupi atau rendah.",https://www.detik.com/search/searchall?query=blt&page=6
"Video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT",https://20.detik.com/detikupdate/20241103-241103083/video-subsidi-bbm-listrik-tak-tepat-sasaran-bahlil-bakal-kaji-jadi-blt,"Pemerintah akan mengkaji skema subsidi bahan bakar minyak (BBM) dan listrik. Menteri Energi dan Sumber Daya Mineral,Bahlil Lahadaliamengatakan rencana ini dilakukan karena subsidi tidak tepat sasaran.",https://www.detik.com/search/searchall?query=blt&page=6
AHY: BLT Produk SBY Dulu Ditentang Tapi Sekarang Ditiru,https://20.detik.com/detikflash/20220916-220916094/ahy-blt-produk-sby-dulu-ditentang-tapi-sekarang-ditiru,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menyinggung soal kenaikan harga BBM. AHY juga menyebut terkait progam era SBY yakni BLT yang dulu ditentang namun saat ini ditiru.,https://www.detik.com/search/searchall?query=blt&page=6
Airlangga Salurkan Beras-BLT ke Warga Indramayu: Sesuai Amanat Presiden,https://news.detik.com/berita/d-7158932/airlangga-salurkan-beras-blt-ke-warga-indramayu-sesuai-amanat-presiden,"Menteri Koordinator Perekonomian Airlangga Hartarto menyalurkan bantuan beras ke warga Indramayu, Jawa Barat (Jabar). Dia juga menyalurkan Bantuan Langsung Tunai (BLT) sebesar Rp 200 ribu kepada kesempatan yang sama.
Hal itu diutarakan Airlangga dalam 'Temu Wicara bersama Penerima Bantuan Pangan CBP di Indramayu', Rabu (24/1/2024). Airlangga mengatakan bantuan pangan ini merupakan amanat Presiden Joko Widodo (Jokowi).
""Hari ini agendanya tahu mau terima apa? Bantuan apa? Pangan. Sudah pernah terima bantuan pangan, siapa yang sudah, siapa yang belum? Ada yang baru pertama kali? Pertama kali ya Ibu, ya,"" kata Airlangga dalam sambutannya.
Airlangga mengatakan 10 kg beras yang diberikan ke 22 juta penduduk Indonesia merupakan amanat dari Presiden Joko Widodo (Jokowi).
""Sebelumnya ada bantuan lain diterima? Bantuan El Nino terima? Alhamdulillah. Jadi hari ini sesuai amanat Bapak Presiden, kita memberikan bantuan pangan dalam bentuk 10 kg beras. Diberikan kepada 22 juta penduduk, dan salah satunya tentu dengan Bapak, Ibu yang hadir di sini,"" jelasnya.
Airlangga menerangkan bantuan 10 kg beras per keluarga ini akan diberikan hingga Juni. Bagi warga yang tidak kedapatan bantuan El Nino, akan didata sehingga bantuan diterima secara merata.
""Nah ini akan diberikan sampai bulan Juni, 10 kg per keluarga per bulan. Bapak ibu mau melanjutkan menerima ini atau mau kita setop?"" tanya Airlangga.
""Mau,"" jawab warga.
""Mau melanjutkan?BLTEl Nino kemarin sudah terima kan? Siapa yang belum? Nah nanti dicatat sama kepala desa, sama Pak Camat dicatat. Yang belum siapa, karena datanya berdasarkan susunan. Jadi sudah ada survei data dari Kementerian PMK, mereka yang mendapatkan bantuan beras 22 juta orang, tapi yang bantuancashitu 18,8 juta (orang, red),"" jelasnya.
Simak juga Video 'Momen Jokowi Bagikan BLT El Nino ke Warga Malang':
[Gambas:Video 20detik]
Simak selengkapnya di halaman berikutnya.
Airlangga mengatakan BLT juga akan dilanjutkan sebesar Rp 200 ribu hingga Juni mendatang. Sesuai arahan pemerintah, program tersebut pun akan dilanjutkan.
""Jadi BLT juga akan dilanjutkan oleh pemerintah, itu sebesar Rp 200 ribu per bulan sampai dengan bulan Juni nanti. Kita baru bagi nanti bulan Februari,"" tuturnya.
""Kira-kira program ini dilanjut apa cukup? Ada yang minta program dihentikan? Ada nggak? Jadi sesuai arahan pemerintah, program ini lanjut?"" tanya Airlangga lagi.
""Lanjut,"" jawab warga.",https://www.detik.com/search/searchall?query=blt&page=6
